6069 + , + 8602 + , + 1445047130 + , + 0.6 + , + browsing + , + null
9877 + , + 26501 + , + 1445047130 + , + 0.6 + , + browsing + , + null
16013 + , + 1250 + , + 1445047130 + , + 0.6 + , + browsing + , + null
372 + , + 29175 + , + 1445047130 + , + 0.6 + , + browsing + , + null
21954 + , + 28059 + , + 1445047130 + , + 0.6 + , + browsing + , + null
21614 + , + 2477 + , + 1445047130 + , + 0.6 + , + browsing + , + null
18332 + , + 11240 + , + 1445047130 + , + 0.6 + , + browsing + , + null
5923 + , + 7061 + , + 1445047130 + , + 0.6 + , + browsing + , + null
11939 + , + 10597 + , + 1445047130 + , + 0.6 + , + browsing + , + null
23449 + , + 23187 + , + 1445047130 + , + 0.6 + , + browsing + , + null
12970 + , + 8745 + , + 1445047130 + , + 0.6 + , + browsing + , + null
27183 + , + 2808 + , + 1445047130 + , + 0.6 + , + browsing + , + null
29849 + , + 12961 + , + 1445047130 + , + 0.6 + , + browsing + , + null
12360 + , + 2500 + , + 1445047130 + , + 0.6 + , + browsing + , + null
27381 + , + 26413 + , + 1445047130 + , + 0.6 + , + browsing + , + null
28083 + , + 2972 + , + 1445047130 + , + 0.6 + , + browsing + , + null
31540 + , + 10615 + , + 1445047130 + , + 0.6 + , + browsing + , + null
19676 + , + 20361 + , + 1445047130 + , + 0.6 + , + browsing + , + null
23491 + , + 10136 + , + 1445047130 + , + 0.6 + , + browsing + , + null
20916 + , + 16758 + , + 1445047130 + , + 0.6 + , + browsing + , + null
2771 + , + 4329 + , + 1445047130 + , + 0.6 + , + browsing + , + null
19298 + , + 18536 + , + 1445047130 + , + 0.6 + , + browsing + , + null
26087 + , + 17577 + , + 1445047130 + , + 0.6 + , + browsing + , + null
13478 + , + 15483 + , + 1445047130 + , + 0.6 + , + browsing + , + null
11807 + , + 20051 + , + 1445047130 + , + 0.6 + , + browsing + , + null
12049 + , + 16544 + , + 1445047130 + , + 0.6 + , + browsing + , + null
1346 + , + 19389 + , + 1445047130 + , + 0.6 + , + browsing + , + null
1255 + , + 31768 + , + 1445047130 + , + 0.6 + , + browsing + , + null
12172 + , + 6384 + , + 1445047130 + , + 0.6 + , + browsing + , + null
24015 + , + 28591 + , + 1445047130 + , + 0.6 + , + browsing + , + null
9789 + , + 24011 + , + 1445047130 + , + 0.6 + , + browsing + , + null
4673 + , + 25273 + , + 1445047130 + , + 0.6 + , + browsing + , + null
18142 + , + 22870 + , + 1445047130 + , + 0.6 + , + browsing + , + null
18860 + , + 9166 + , + 1445047130 + , + 0.6 + , + browsing + , + null
11089 + , + 1767 + , + 1445047130 + , + 0.6 + , + browsing + , + null
20330 + , + 6469 + , + 1445047130 + , + 0.6 + , + browsing + , + null
30368 + , + 30967 + , + 1445047130 + , + 0.6 + , + browsing + , + null
19044 + , + 23921 + , + 1445047130 + , + 0.6 + , + browsing + , + null
8834 + , + 1473 + , + 1445047130 + , + 0.6 + , + browsing + , + null
17285 + , + 25246 + , + 1445047130 + , + 0.6 + , + browsing + , + null
6572 + , + 8608 + , + 1445047130 + , + 0.6 + , + browsing + , + null
9952 + , + 23241 + , + 1445047130 + , + 0.6 + , + browsing + , + null
10974 + , + 806 + , + 1445047130 + , + 0.6 + , + browsing + , + null
11168 + , + 24355 + , + 1445047130 + , + 0.6 + , + browsing + , + null
8361 + , + 27899 + , + 1445047130 + , + 0.6 + , + browsing + , + null
20147 + , + 4932 + , + 1445047130 + , + 0.6 + , + browsing + , + null
2560 + , + 14716 + , + 1445047130 + , + 0.6 + , + browsing + , + null
19510 + , + 16431 + , + 1445047130 + , + 0.6 + , + browsing + , + null
32646 + , + 1039 + , + 1445047130 + , + 0.6 + , + browsing + , + null
17311 + , + 8970 + , + 1445047130 + , + 0.6 + , + browsing + , + null
29073 + , + 3144 + , + 1445047130 + , + 0.6 + , + browsing + , + null
29356 + , + 27546 + , + 1445047130 + , + 0.6 + , + browsing + , + null
19201 + , + 11965 + , + 1445047130 + , + 0.6 + , + browsing + , + null
13071 + , + 9856 + , + 1445047130 + , + 0.6 + , + browsing + , + null
29892 + , + 4009 + , + 1445047130 + , + 0.6 + , + browsing + , + null
9942 + , + 3893 + , + 1445047130 + , + 0.6 + , + browsing + , + null
1572 + , + 21315 + , + 1445047130 + , + 0.6 + , + browsing + , + null
16284 + , + 1479 + , + 1445047130 + , + 0.6 + , + browsing + , + null
11735 + , + 32732 + , + 1445047130 + , + 0.6 + , + browsing + , + null
3185 + , + 9297 + , + 1445047130 + , + 0.6 + , + browsing + , + null
8133 + , + 26043 + , + 1445047130 + , + 0.6 + , + browsing + , + null
31370 + , + 12347 + , + 1445047130 + , + 0.6 + , + browsing + , + null
5015 + , + 10425 + , + 1445047130 + , + 0.6 + , + browsing + , + null
29865 + , + 25399 + , + 1445047130 + , + 0.6 + , + browsing + , + null
8196 + , + 18331 + , + 1445047130 + , + 0.6 + , + browsing + , + null
3403 + , + 18422 + , + 1445047130 + , + 0.6 + , + browsing + , + null
32474 + , + 15666 + , + 1445047130 + , + 0.6 + , + browsing + , + null
8083 + , + 9902 + , + 1445047130 + , + 0.6 + , + browsing + , + null
1486 + , + 5940 + , + 1445047130 + , + 0.6 + , + browsing + , + null
4857 + , + 15693 + , + 1445047130 + , + 0.6 + , + browsing + , + null
24581 + , + 7897 + , + 1445047130 + , + 0.6 + , + browsing + , + null
11698 + , + 16250 + , + 1445047130 + , + 0.6 + , + browsing + , + null
21598 + , + 28469 + , + 1445047130 + , + 0.6 + , + browsing + , + null
8670 + , + 23120 + , + 1445047130 + , + 0.6 + , + browsing + , + null
9350 + , + 5464 + , + 1445047130 + , + 0.6 + , + browsing + , + null
16756 + , + 14297 + , + 1445047130 + , + 0.6 + , + browsing + , + null
20665 + , + 5671 + , + 1445047130 + , + 0.6 + , + browsing + , + null
1261 + , + 15948 + , + 1445047130 + , + 0.6 + , + browsing + , + null
19544 + , + 30201 + , + 1445047130 + , + 0.6 + , + browsing + , + null
20659 + , + 1799 + , + 1445047130 + , + 0.6 + , + browsing + , + null
28464 + , + 7665 + , + 1445047130 + , + 0.6 + , + browsing + , + null
9544 + , + 18763 + , + 1445047130 + , + 0.6 + , + browsing + , + null
12164 + , + 15134 + , + 1445047130 + , + 0.6 + , + browsing + , + null
9782 + , + 13497 + , + 1445047130 + , + 0.6 + , + browsing + , + null
28896 + , + 29523 + , + 1445047130 + , + 0.6 + , + browsing + , + null
9147 + , + 30608 + , + 1445047130 + , + 0.6 + , + browsing + , + null
29597 + , + 3015 + , + 1445047130 + , + 0.6 + , + browsing + , + null
4912 + , + 27812 + , + 1445047130 + , + 0.6 + , + browsing + , + null
12595 + , + 23917 + , + 1445047130 + , + 0.6 + , + browsing + , + null
8765 + , + 11549 + , + 1445047130 + , + 0.6 + , + browsing + , + null
12609 + , + 13074 + , + 1445047130 + , + 0.6 + , + browsing + , + null
20671 + , + 501 + , + 1445047130 + , + 0.6 + , + browsing + , + null
9054 + , + 27960 + , + 1445047130 + , + 0.6 + , + browsing + , + null
15732 + , + 28975 + , + 1445047130 + , + 0.6 + , + browsing + , + null
18845 + , + 1972 + , + 1445047130 + , + 0.6 + , + browsing + , + null
4460 + , + 25304 + , + 1445047130 + , + 0.6 + , + browsing + , + null
32738 + , + 23817 + , + 1445047130 + , + 0.6 + , + browsing + , + null
13872 + , + 6591 + , + 1445047130 + , + 0.6 + , + browsing + , + null
27624 + , + 17283 + , + 1445047130 + , + 0.6 + , + browsing + , + null
17071 + , + 31731 + , + 1445047130 + , + 0.6 + , + browsing + , + null
8718 + , + 24595 + , + 1445047130 + , + 0.6 + , + browsing + , + null
19180 + , + 26369 + , + 1445047130 + , + 0.6 + , + browsing + , + null
19172 + , + 19182 + , + 1445047130 + , + 0.6 + , + browsing + , + null
32361 + , + 3050 + , + 1445047130 + , + 0.6 + , + browsing + , + null
5497 + , + 25060 + , + 1445047130 + , + 0.6 + , + browsing + , + null
16722 + , + 3814 + , + 1445047130 + , + 0.6 + , + browsing + , + null
610 + , + 25729 + , + 1445047130 + , + 0.6 + , + browsing + , + null
11370 + , + 26332 + , + 1445047130 + , + 0.6 + , + browsing + , + null
21387 + , + 13797 + , + 1445047130 + , + 0.6 + , + browsing + , + null
8118 + , + 14492 + , + 1445047130 + , + 0.6 + , + browsing + , + null
11453 + , + 24675 + , + 1445047130 + , + 0.6 + , + browsing + , + null
21483 + , + 10722 + , + 1445047130 + , + 0.6 + , + browsing + , + null
12531 + , + 14044 + , + 1445047130 + , + 0.6 + , + browsing + , + null
5785 + , + 26635 + , + 1445047130 + , + 0.6 + , + browsing + , + null
10332 + , + 12250 + , + 1445047130 + , + 0.6 + , + browsing + , + null
7444 + , + 24213 + , + 1445047130 + , + 0.6 + , + browsing + , + null
31536 + , + 22123 + , + 1445047130 + , + 0.6 + , + browsing + , + null
6693 + , + 22872 + , + 1445047130 + , + 0.6 + , + browsing + , + null
3379 + , + 27843 + , + 1445047130 + , + 0.6 + , + browsing + , + null
629 + , + 3718 + , + 1445047130 + , + 0.6 + , + browsing + , + null
17930 + , + 7313 + , + 1445047130 + , + 0.6 + , + browsing + , + null
11189 + , + 19556 + , + 1445047130 + , + 0.6 + , + browsing + , + null
21057 + , + 20765 + , + 1445047130 + , + 0.6 + , + browsing + , + null
12942 + , + 18117 + , + 1445047130 + , + 0.6 + , + browsing + , + null
26904 + , + 5926 + , + 1445047130 + , + 0.6 + , + browsing + , + null
21324 + , + 16459 + , + 1445047130 + , + 0.6 + , + browsing + , + null
8976 + , + 7806 + , + 1445047130 + , + 0.6 + , + browsing + , + null
8522 + , + 2909 + , + 1445047130 + , + 0.6 + , + browsing + , + null
11578 + , + 14689 + , + 1445047130 + , + 0.6 + , + browsing + , + null
18715 + , + 7911 + , + 1445047130 + , + 0.6 + , + browsing + , + null
25914 + , + 30106 + , + 1445047130 + , + 0.6 + , + browsing + , + null
18813 + , + 15060 + , + 1445047130 + , + 0.6 + , + browsing + , + null
10782 + , + 11092 + , + 1445047130 + , + 0.6 + , + browsing + , + null
20222 + , + 22605 + , + 1445047130 + , + 0.6 + , + browsing + , + null
28129 + , + 7617 + , + 1445047130 + , + 0.6 + , + browsing + , + null
7788 + , + 25006 + , + 1445047130 + , + 0.6 + , + browsing + , + null
21437 + , + 2412 + , + 1445047130 + , + 0.6 + , + browsing + , + null
14846 + , + 28237 + , + 1445047130 + , + 0.6 + , + browsing + , + null
26420 + , + 15455 + , + 1445047130 + , + 0.6 + , + browsing + , + null
11587 + , + 32234 + , + 1445047130 + , + 0.6 + , + browsing + , + null
14301 + , + 5108 + , + 1445047130 + , + 0.6 + , + browsing + , + null
11214 + , + 28660 + , + 1445047130 + , + 0.6 + , + browsing + , + null
26095 + , + 31867 + , + 1445047130 + , + 0.6 + , + browsing + , + null
28318 + , + 12929 + , + 1445047130 + , + 0.6 + , + browsing + , + null
27535 + , + 20113 + , + 1445047130 + , + 0.6 + , + browsing + , + null
31824 + , + 25867 + , + 1445047130 + , + 0.6 + , + browsing + , + null
11993 + , + 9787 + , + 1445047130 + , + 0.6 + , + browsing + , + null
18436 + , + 27371 + , + 1445047130 + , + 0.6 + , + browsing + , + null
10416 + , + 4037 + , + 1445047130 + , + 0.6 + , + browsing + , + null
21263 + , + 10647 + , + 1445047130 + , + 0.6 + , + browsing + , + null
11334 + , + 9821 + , + 1445047130 + , + 0.6 + , + browsing + , + null
15717 + , + 28316 + , + 1445047130 + , + 0.6 + , + browsing + , + null
7018 + , + 110 + , + 1445047130 + , + 0.6 + , + browsing + , + null
28868 + , + 14681 + , + 1445047130 + , + 0.6 + , + browsing + , + null
5012 + , + 1470 + , + 1445047130 + , + 0.6 + , + browsing + , + null
21153 + , + 25729 + , + 1445047130 + , + 0.6 + , + browsing + , + null
24498 + , + 2886 + , + 1445047130 + , + 0.6 + , + browsing + , + null
10451 + , + 27470 + , + 1445047130 + , + 0.6 + , + browsing + , + null
15024 + , + 20693 + , + 1445047130 + , + 0.6 + , + browsing + , + null
7426 + , + 18054 + , + 1445047130 + , + 0.6 + , + browsing + , + null
11978 + , + 15459 + , + 1445047130 + , + 0.6 + , + browsing + , + null
2766 + , + 7471 + , + 1445047130 + , + 0.6 + , + browsing + , + null
7569 + , + 28470 + , + 1445047130 + , + 0.6 + , + browsing + , + null
1215 + , + 17681 + , + 1445047130 + , + 0.6 + , + browsing + , + null
15550 + , + 4279 + , + 1445047130 + , + 0.6 + , + browsing + , + null
15343 + , + 20208 + , + 1445047130 + , + 0.6 + , + browsing + , + null
5050 + , + 27409 + , + 1445047130 + , + 0.6 + , + browsing + , + null
13945 + , + 6790 + , + 1445047130 + , + 0.6 + , + browsing + , + null
17897 + , + 13711 + , + 1445047130 + , + 0.6 + , + browsing + , + null
160 + , + 11842 + , + 1445047130 + , + 0.6 + , + browsing + , + null
13754 + , + 10418 + , + 1445047130 + , + 0.6 + , + browsing + , + null
17599 + , + 20163 + , + 1445047130 + , + 0.6 + , + browsing + , + null
19568 + , + 14357 + , + 1445047130 + , + 0.6 + , + browsing + , + null
30197 + , + 4627 + , + 1445047130 + , + 0.6 + , + browsing + , + null
29357 + , + 3585 + , + 1445047130 + , + 0.6 + , + browsing + , + null
31116 + , + 27300 + , + 1445047130 + , + 0.6 + , + browsing + , + null
1475 + , + 9424 + , + 1445047130 + , + 0.6 + , + browsing + , + null
31533 + , + 26123 + , + 1445047130 + , + 0.6 + , + browsing + , + null
21946 + , + 6658 + , + 1445047130 + , + 0.6 + , + browsing + , + null
22470 + , + 7038 + , + 1445047130 + , + 0.6 + , + browsing + , + null
30753 + , + 5921 + , + 1445047130 + , + 0.6 + , + browsing + , + null
19255 + , + 1551 + , + 1445047130 + , + 0.6 + , + browsing + , + null
31637 + , + 27733 + , + 1445047130 + , + 0.6 + , + browsing + , + null
19647 + , + 18085 + , + 1445047130 + , + 0.6 + , + browsing + , + null
18451 + , + 14534 + , + 1445047130 + , + 0.6 + , + browsing + , + null
17961 + , + 2495 + , + 1445047130 + , + 0.6 + , + browsing + , + null
14333 + , + 15540 + , + 1445047130 + , + 0.6 + , + browsing + , + null
4534 + , + 3305 + , + 1445047130 + , + 0.6 + , + browsing + , + null
13805 + , + 12632 + , + 1445047130 + , + 0.6 + , + browsing + , + null
27337 + , + 32762 + , + 1445047130 + , + 0.6 + , + browsing + , + null
27453 + , + 17018 + , + 1445047130 + , + 0.6 + , + browsing + , + null
15701 + , + 15890 + , + 1445047130 + , + 0.6 + , + browsing + , + null
19283 + , + 1487 + , + 1445047130 + , + 0.6 + , + browsing + , + null
7 + , + 6743 + , + 1445047130 + , + 0.6 + , + browsing + , + null
1965 + , + 3096 + , + 1445047130 + , + 0.6 + , + browsing + , + null
1331 + , + 15466 + , + 1445047130 + , + 0.6 + , + browsing + , + null
14512 + , + 26619 + , + 1445047130 + , + 0.6 + , + browsing + , + null
28287 + , + 18603 + , + 1445047130 + , + 0.6 + , + browsing + , + null
18224 + , + 18080 + , + 1445047130 + , + 0.6 + , + browsing + , + null
12113 + , + 20530 + , + 1445047130 + , + 0.6 + , + browsing + , + null
25278 + , + 30219 + , + 1445047130 + , + 0.6 + , + browsing + , + null
18937 + , + 17544 + , + 1445047130 + , + 0.6 + , + browsing + , + null
4277 + , + 30012 + , + 1445047130 + , + 0.6 + , + browsing + , + null
13214 + , + 27433 + , + 1445047130 + , + 0.6 + , + browsing + , + null
8195 + , + 27144 + , + 1445047130 + , + 0.6 + , + browsing + , + null
2794 + , + 3258 + , + 1445047130 + , + 0.6 + , + browsing + , + null
3512 + , + 6325 + , + 1445047130 + , + 0.6 + , + browsing + , + null
3445 + , + 23562 + , + 1445047130 + , + 0.6 + , + browsing + , + null
9808 + , + 14680 + , + 1445047130 + , + 0.6 + , + browsing + , + null
30706 + , + 20682 + , + 1445047130 + , + 0.6 + , + browsing + , + null
28609 + , + 18159 + , + 1445047130 + , + 0.6 + , + browsing + , + null
15644 + , + 29196 + , + 1445047130 + , + 0.6 + , + browsing + , + null
10307 + , + 9278 + , + 1445047130 + , + 0.6 + , + browsing + , + null
16222 + , + 19582 + , + 1445047130 + , + 0.6 + , + browsing + , + null
26081 + , + 12906 + , + 1445047130 + , + 0.6 + , + browsing + , + null
31045 + , + 4195 + , + 1445047130 + , + 0.6 + , + browsing + , + null
8900 + , + 13654 + , + 1445047130 + , + 0.6 + , + browsing + , + null
16550 + , + 4949 + , + 1445047130 + , + 0.6 + , + browsing + , + null
16954 + , + 8641 + , + 1445047130 + , + 0.6 + , + browsing + , + null
4238 + , + 12732 + , + 1445047130 + , + 0.6 + , + browsing + , + null
23177 + , + 12572 + , + 1445047130 + , + 0.6 + , + browsing + , + null
1518 + , + 19469 + , + 1445047130 + , + 0.6 + , + browsing + , + null
20342 + , + 22316 + , + 1445047130 + , + 0.6 + , + browsing + , + null
31491 + , + 23491 + , + 1445047130 + , + 0.6 + , + browsing + , + null
2452 + , + 30052 + , + 1445047130 + , + 0.6 + , + browsing + , + null
28039 + , + 23582 + , + 1445047130 + , + 0.6 + , + browsing + , + null
22093 + , + 26624 + , + 1445047130 + , + 0.6 + , + browsing + , + null
7065 + , + 670 + , + 1445047130 + , + 0.6 + , + browsing + , + null
15538 + , + 18657 + , + 1445047130 + , + 0.6 + , + browsing + , + null
877 + , + 830 + , + 1445047130 + , + 0.6 + , + browsing + , + null
21250 + , + 1068 + , + 1445047130 + , + 0.6 + , + browsing + , + null
12723 + , + 23665 + , + 1445047130 + , + 0.6 + , + browsing + , + null
24828 + , + 6817 + , + 1445047130 + , + 0.6 + , + browsing + , + null
2760 + , + 26333 + , + 1445047130 + , + 0.6 + , + browsing + , + null
23269 + , + 11707 + , + 1445047130 + , + 0.6 + , + browsing + , + null
31391 + , + 9434 + , + 1445047130 + , + 0.6 + , + browsing + , + null
344 + , + 12684 + , + 1445047130 + , + 0.6 + , + browsing + , + null
14190 + , + 3497 + , + 1445047130 + , + 0.6 + , + browsing + , + null
12752 + , + 24663 + , + 1445047130 + , + 0.6 + , + browsing + , + null
792 + , + 20596 + , + 1445047130 + , + 0.6 + , + browsing + , + null
13302 + , + 19435 + , + 1445047130 + , + 0.6 + , + browsing + , + null
5981 + , + 19210 + , + 1445047130 + , + 0.6 + , + browsing + , + null
4011 + , + 10434 + , + 1445047130 + , + 0.6 + , + browsing + , + null
10436 + , + 12375 + , + 1445047130 + , + 0.6 + , + browsing + , + null
14293 + , + 11997 + , + 1445047130 + , + 0.6 + , + browsing + , + null
11332 + , + 6820 + , + 1445047130 + , + 0.6 + , + browsing + , + null
5610 + , + 11357 + , + 1445047130 + , + 0.6 + , + browsing + , + null
19381 + , + 1428 + , + 1445047130 + , + 0.6 + , + browsing + , + null
16958 + , + 9697 + , + 1445047130 + , + 0.6 + , + browsing + , + null
13561 + , + 27610 + , + 1445047130 + , + 0.6 + , + browsing + , + null
29964 + , + 8355 + , + 1445047130 + , + 0.6 + , + browsing + , + null
12265 + , + 1211 + , + 1445047130 + , + 0.6 + , + browsing + , + null
31814 + , + 29265 + , + 1445047130 + , + 0.6 + , + browsing + , + null
9985 + , + 23879 + , + 1445047130 + , + 0.6 + , + browsing + , + null
16925 + , + 12973 + , + 1445047130 + , + 0.6 + , + browsing + , + null
3788 + , + 18775 + , + 1445047130 + , + 0.6 + , + browsing + , + null
12367 + , + 10979 + , + 1445047130 + , + 0.6 + , + browsing + , + null
22542 + , + 26693 + , + 1445047130 + , + 0.6 + , + browsing + , + null
31795 + , + 24238 + , + 1445047130 + , + 0.6 + , + browsing + , + null
22707 + , + 14702 + , + 1445047130 + , + 0.6 + , + browsing + , + null
10117 + , + 2857 + , + 1445047130 + , + 0.6 + , + browsing + , + null
22394 + , + 31849 + , + 1445047130 + , + 0.6 + , + browsing + , + null
16882 + , + 14197 + , + 1445047130 + , + 0.6 + , + browsing + , + null
9825 + , + 22788 + , + 1445047130 + , + 0.6 + , + browsing + , + null
14178 + , + 13072 + , + 1445047130 + , + 0.6 + , + browsing + , + null
30671 + , + 2818 + , + 1445047130 + , + 0.6 + , + browsing + , + null
14089 + , + 7664 + , + 1445047130 + , + 0.6 + , + browsing + , + null
23172 + , + 3479 + , + 1445047130 + , + 0.6 + , + browsing + , + null
32557 + , + 22115 + , + 1445047130 + , + 0.6 + , + browsing + , + null
2113 + , + 671 + , + 1445047130 + , + 0.6 + , + browsing + , + null
6581 + , + 26790 + , + 1445047130 + , + 0.6 + , + browsing + , + null
29494 + , + 20898 + , + 1445047130 + , + 0.6 + , + browsing + , + null
21877 + , + 23623 + , + 1445047130 + , + 0.6 + , + browsing + , + null
15920 + , + 14985 + , + 1445047130 + , + 0.6 + , + browsing + , + null
